listing_id,price_egp,area_sqm,bedrooms,bathrooms,floor_number,building_age_years,district,compound_name,distance_to_auc_km,distance_to_mall_km,distance_to_metro_km,finishing_type,has_balcony,has_parking,has_security,has_amenities,view_type,listing_date,days_on_market,seller_type,is_negotiable
NCR-2024-00457,1900000,90,1,2,11,6,Fifth Settlement,,19.9,1.3,13.1,Semi-finished,No,No,No,Yes,Street,2025-08-07,92,Owner,Yes
NCR-2024-00458,3600000,147,2,3,9,20,Madinaty,,15.8,2.0,3.3,Lux,Yes,Yes,Yes,Yes,Compound,2025-05-13,178,Owner,No
NCR-2024-00459,5400000,192,3,3,5,19,Rehab City,Rehab 1,12.5,4.1,5.8,Lux,No,Yes,Yes,Yes,Garden,2025-06-03,157,Broker,Yes
NCR-2024-00460,5700000,218,3,4,9,19,Fifth Settlement,Hyde Park,10.2,7.2,12.1,Semi-finished,No,No,Yes,Yes,Street,2025-08-07,92,Broker,Yes
NCR-2024-00461,3200000,112,2,3,10,10,Fifth Settlement,,23.8,4.7,10.0,Lux,No,Yes,Yes,Yes,Compound,2025-05-19,172,Broker,Yes
NCR-2024-00462,3850000,167,3,4,15,13,Fifth Settlement,,15.9,5.6,12.4,Lux,Yes,Yes,Yes,Yes,Garden,2025-06-25,135,Broker,Yes
NCR-2024-00463,3100000,105,2,1,12,15,Katameya,Katameya Dunes,15.3,3.0,12.0,Super Lux,No,Yes,Yes,Yes,Street,2025-08-12,87,Owner,Yes
NCR-2024-00464,2850000,80,1,1,13,13,Katameya,Katameya Dunes,7.3,4.8,3.6,Lux,Yes,Yes,Yes,Yes,Compound,2025-07-20,110,Broker,Yes
NCR-2024-00465,5750000,218,3,3,14,11,Fifth Settlement,,3.1,3.9,13.7,Super Lux,Yes,No,Yes,Yes,Street,2025-09-26,42,Broker,Yes
NCR-2024-00466,4850000,156,3,3,4,16,Fifth Settlement,Moon Valley,23.7,5.4,5.7,Lux,Yes,Yes,Yes,Yes,Garden,2025-05-20,171,Broker,No
NCR-2024-00467,3750000,176,3,4,5,13,Fifth Settlement,,9.2,0.9,9.6,Semi-finished,No,Yes,Yes,No,Street,2025-05-13,178,Broker,Yes
NCR-2024-00468,1900000,72,1,1,4,9,Katameya,,12.2,4.2,10.7,Lux,Yes,No,No,Yes,Garden,2025-05-29,162,Owner,Yes
NCR-2024-00469,4150000,158,3,3,2,13,Fifth Settlement,Palm Hills,4.6,2.7,5.0,Lux,Yes,No,Yes,Yes,Compound,2025-09-17,51,Broker,Yes
NCR-2024-00470,4050000,169,3,4,12,17,Katameya,Katameya Dunes,21.2,2.9,14.7,Semi-finished,Yes,Yes,Yes,Yes,Street,2025-10-02,36,Owner,No
NCR-2024-00471,4050000,184,3,3,1,8,Fifth Settlement,,2.6,7.7,8.9,Lux,Yes,No,Yes,Yes,Compound,2025-09-17,51,Broker,Yes
NCR-2024-00472,3950000,157,3,2,8,16,Fifth Settlement,,21.2,1.9,3.7,Semi-finished,Yes,Yes,Yes,Yes,Street,2025-10-01,37,Broker,Yes
NCR-2024-00473,4950000,217,3,3,4,5,Katameya,,5.2,2.8,14.2,Lux,No,Yes,Yes,No,Garden,2025-08-31,68,Owner,Yes
NCR-2024-00474,5650000,201,3,3,5,7,Rehab City,Rehab 1,22.4,4.3,10.0,Super Lux,Yes,Yes,Yes,Yes,Compound,2025-09-25,43,Broker,Yes
NCR-2024-00475,2650000,175,3,2,6,12,Madinaty,,18.8,7.0,11.4,Unfinished,No,Yes,Yes,No,Compound,2025-06-22,138,Owner,Yes
NCR-2024-00476,6800000,299,4,5,14,17,Fifth Settlement,,5.8,3.6,9.3,Super Lux,Yes,Yes,No,Yes,Street,2025-07-07,123,Owner,Yes
NCR-2024-00477,4800000,191,3,3,8,4,Fifth Settlement,Mountain View,15.0,6.1,13.0,Unfinished,No,Yes,No,Yes,Street,2025-08-31,68,Broker,Yes
NCR-2024-00478,3100000,108,2,2,11,5,Fifth Settlement,Moon Valley,9.2,6.9,3.4,Super Lux,Yes,Yes,Yes,No,Garden,2025-09-09,59,Owner,Yes
NCR-2024-00479,3750000,183,3,3,8,20,Fifth Settlement,Hyde Park,6.1,2.8,6.2,Lux,Yes,Yes,No,No,Street,2025-10-09,29,Broker,Yes
NCR-2024-00480,2450000,96,2,2,7,18,Rehab City,,21.8,3.4,8.6,Super Lux,Yes,Yes,Yes,No,Garden,2025-08-03,96,Broker,No
NCR-2024-00481,4300000,146,2,2,4,3,Madinaty,Madinaty B4,11.3,3.2,3.9,Super Lux,Yes,Yes,Yes,No,Compound,2025-08-24,75,Broker,Yes
NCR-2024-00482,4650000,183,3,3,6,6,Rehab City,Rehab 2,11.2,6.7,11.5,Semi-finished,No,Yes,Yes,Yes,Garden,2025-10-01,37,Broker,Yes
NCR-2024-00483,4500000,207,3,3,4,3,Fifth Settlement,,5.9,0.8,7.7,Semi-finished,Yes,Yes,Yes,No,Street,2025-08-18,81,Broker,Yes
NCR-2024-00484,4950000,173,3,4,15,10,Fifth Settlement,Mountain View,10.8,2.8,6.3,Semi-finished,No,Yes,No,Yes,Garden,2025-08-17,82,Broker,Yes
NCR-2024-00485,2600000,91,2,1,14,11,Rehab City,Rehab 4,22.0,5.6,3.0,Lux,No,Yes,Yes,No,Compound,2025-05-19,172,Broker,Yes
NCR-2024-00486,5350000,208,3,3,7,13,Rehab City,Rehab 1,10.4,4.7,11.6,Lux,Yes,Yes,Yes,Yes,Garden,2025-05-16,175,Broker,Yes
NCR-2024-00487,3950000,144,2,3,12,12,Katameya,Lake View,23.9,3.8,13.0,Semi-finished,Yes,Yes,Yes,Yes,Garden,2025-08-26,73,Owner,Yes
NCR-2024-00488,4900000,209,4,4,13,9,Fifth Settlement,Palm Hills,23.8,4.5,7.7,Lux,Yes,No,Yes,No,Street,2025-10-09,29,Broker,Yes
NCR-2024-00489,6900000,295,4,3,12,17,Katameya,Lake View,5.3,2.0,9.8,Semi-finished,Yes,No,Yes,Yes,Street,2025-09-25,43,Owner,Yes
NCR-2024-00490,4450000,181,3,3,15,15,Fifth Settlement,Mountain View,6.1,3.7,5.7,Lux,Yes,No,Yes,Yes,Street,2025-07-31,99,Owner,Yes
NCR-2024-00491,4900000,180,3,3,13,4,Rehab City,Rehab 1,21.8,4.3,10.5,Super Lux,No,Yes,Yes,Yes,Garden,2025-06-06,154,Broker,Yes
NCR-2024-00492,4350000,216,3,2,13,7,Fifth Settlement,Hyde Park,11.0,7.3,3.1,Semi-finished,Yes,Yes,Yes,No,Street,2025-09-06,62,Broker,Yes
NCR-2024-00493,4700000,208,3,3,11,13,Madinaty,Madinaty B1,2.1,2.5,8.9,Semi-finished,Yes,Yes,Yes,No,Garden,2025-08-18,81,Broker,Yes
NCR-2024-00494,2750000,147,2,2,14,4,Fifth Settlement,,8.3,7.0,10.7,Semi-finished,Yes,No,Yes,No,Garden,2025-05-13,178,Owner,Yes
NCR-2024-00495,3200000,99,2,2,1,7,Katameya,Lake View,15.7,5.3,14.0,Super Lux,Yes,Yes,Yes,No,Garden,2025-06-17,143,Broker,Yes
NCR-2024-00496,3700000,149,3,3,5,5,Katameya,,20.4,0.7,7.6,Lux,No,Yes,Yes,Yes,Street,2025-07-23,107,Broker,Yes
NCR-2024-00497,5150000,199,3,3,15,15,Rehab City,Rehab 1,5.1,5.9,12.2,Lux,No,Yes,No,Yes,Compound,2025-07-22,108,Broker,Yes
NCR-2024-00498,4250000,140,2,3,14,3,Fifth Settlement,,4.5,0.8,10.2,Lux,Yes,No,Yes,Yes,Garden,2025-05-27,164,Broker,Yes
NCR-2024-00499,4350000,160,3,4,10,11,Madinaty,Madinaty B2,23.2,8.0,14.1,Super Lux,No,Yes,Yes,Yes,Street,2025-08-24,75,Owner,Yes
NCR-2024-00500,1900000,97,2,3,12,10,Fifth Settlement,,19.3,7.0,7.8,Semi-finished,Yes,Yes,No,Yes,Street,2025-06-27,133,Broker,Yes
NCR-2024-00501,4600000,204,3,3,15,2,Madinaty,Madinaty B1,15.6,2.7,6.8,Lux,Yes,No,No,Yes,Garden,2025-11-03,4,Broker,Yes
NCR-2024-00502,5050000,217,3,3,10,11,Fifth Settlement,Moon Valley,19.7,2.4,13.6,Lux,Yes,Yes,Yes,Yes,Street,2025-10-28,10,Broker,Yes
NCR-2024-00503,4900000,169,3,3,15,4,Katameya,Katameya Heights,11.9,3.4,3.6,Super Lux,No,Yes,Yes,No,Street,2025-08-02,97,Owner,Yes
NCR-2024-00504,4250000,188,3,2,4,5,Rehab City,,19.4,3.2,4.6,Unfinished,Yes,Yes,Yes,Yes,Street,2025-05-17,174,Broker,Yes
NCR-2024-00505,2300000,98,2,1,11,18,Madinaty,Madinaty B1,10.6,3.3,4.0,Super Lux,Yes,Yes,No,No,Street,2025-09-13,55,Owner,Yes
NCR-2024-00506,2650000,106,2,3,7,17,New Cairo (Other),Mirage City,7.6,2.9,13.1,Semi-finished,Yes,Yes,No,No,Compound,2025-10-06,32,Broker,Yes
NCR-2024-00507,4700000,208,3,3,13,15,Rehab City,Rehab 1,18.8,5.2,3.1,Unfinished,Yes,Yes,Yes,No,Garden,2025-10-10,28,Owner,Yes
NCR-2024-00508,5300000,197,3,3,9,10,Fifth Settlement,Mountain View,11.7,1.7,13.3,Semi-finished,No,Yes,Yes,No,Garden,2025-07-30,100,Broker,Yes
NCR-2024-00509,3450000,146,2,3,5,4,New Cairo (Other),,24.6,6.8,8.4,Unfinished,Yes,No,Yes,Yes,Compound,2025-10-13,25,Broker,Yes
NCR-2024-00510,3850000,201,3,3,4,8,Rehab City,,10.0,6.6,3.0,Semi-finished,No,Yes,Yes,No,Garden,2025-07-01,129,Broker,Yes
NCR-2024-00511,3700000,120,2,1,15,2,Fifth Settlement,Palm Hills,23.2,4.1,7.8,Super Lux,Yes,Yes,Yes,No,Garden,2025-05-23,168,Owner,Yes
NCR-2024-00512,5000000,191,3,2,9,7,Fifth Settlement,Palm Hills,23.5,6.9,5.2,Super Lux,Yes,Yes,Yes,Yes,Street,2025-06-13,147,Broker,No
NCR-2024-00513,5300000,200,3,3,5,5,Fifth Settlement,Palm Hills,7.6,2.4,10.5,Lux,Yes,No,No,No,Garden,2025-09-14,54,Owner,Yes
NCR-2024-00514,4300000,129,2,2,9,3,Rehab City,Rehab 3,20.4,0.6,11.2,Super Lux,Yes,Yes,Yes,Yes,Street,2025-08-23,76,Owner,Yes
NCR-2024-00515,1700000,78,1,1,8,11,Madinaty,,12.0,5.1,8.9,Semi-finished,Yes,Yes,Yes,Yes,Garden,2025-09-19,49,Owner,Yes
NCR-2024-00516,4550000,189,3,3,4,11,Madinaty,Madinaty B4,23.1,3.9,3.5,Lux,Yes,Yes,Yes,Yes,Street,2025-06-23,137,Broker,Yes
NCR-2024-00517,3600000,172,3,4,11,20,Katameya,Katameya Plaza,12.4,4.8,10.9,Semi-finished,Yes,Yes,Yes,No,Street,2025-09-13,55,Owner,No
NCR-2024-00518,4050000,152,3,4,11,15,Fifth Settlement,Palm Hills,19.1,7.2,13.1,Lux,No,Yes,Yes,No,Street,2025-09-30,38,Broker,Yes
NCR-2024-00519,5450000,217,3,4,7,9,Rehab City,Rehab 2,12.7,7.8,11.6,Lux,Yes,No,Yes,No,Street,2025-05-18,173,Owner,Yes
NCR-2024-00520,4900000,201,3,4,5,13,Katameya,Katameya Heights,7.2,5.3,13.0,Unfinished,Yes,Yes,Yes,No,Compound,2025-09-01,67,Broker,Yes
NCR-2024-00521,7000000,292,4,4,10,12,Madinaty,Madinaty B1,6.6,6.2,5.4,Super Lux,Yes,No,Yes,Yes,Street,2025-05-15,176,Owner,Yes
NCR-2024-00522,4900000,182,3,3,4,8,Fifth Settlement,Mountain View,11.8,1.1,13.7,Semi-finished,Yes,Yes,No,Yes,Compound,2025-08-04,95,Broker,No
NCR-2024-00523,2400000,138,2,1,5,6,Madinaty,,19.4,1.7,6.9,Semi-finished,Yes,No,Yes,No,Garden,2025-07-22,108,Owner,Yes
NCR-2024-00524,3300000,125,2,1,5,11,Katameya,Katameya Plaza,15.9,6.0,3.2,Super Lux,No,Yes,No,Yes,Garden,2025-08-10,89,Broker,Yes
NCR-2024-00525,3150000,147,2,3,11,4,Katameya,,17.8,3.7,13.1,Lux,Yes,Yes,No,Yes,Street,2025-09-08,60,Owner,Yes
NCR-2024-00526,4200000,149,3,4,15,17,Katameya,Lake View,8.5,3.8,14.3,Lux,No,Yes,No,Yes,Compound,2025-06-25,135,Broker,No
NCR-2024-00527,3350000,120,2,2,9,3,Fifth Settlement,Moon Valley,13.1,2.8,10.9,Semi-finished,No,Yes,Yes,Yes,Street,2025-09-03,65,Owner,Yes
NCR-2024-00528,3500000,145,3,2,12,1,Fifth Settlement,,3.0,5.1,5.8,Lux,Yes,No,Yes,No,Garden,2025-08-31,68,Broker,Yes
NCR-2024-00529,5700000,196,3,3,9,2,Katameya,,20.8,1.9,6.0,Lux,Yes,Yes,No,Yes,Garden,2025-07-15,115,Owner,Yes
NCR-2024-00530,3100000,140,3,4,6,11,Rehab City,,24.8,5.2,8.6,Semi-finished,Yes,Yes,Yes,No,Garden,2025-10-11,27,Owner,No
NCR-2024-00531,3300000,96,2,2,14,2,Katameya,Katameya Plaza,11.4,1.8,13.8,Super Lux,Yes,Yes,Yes,No,Street,2025-06-10,150,Broker,Yes
NCR-2024-00532,3600000,147,2,3,4,3,New Cairo (Other),Mirage City,2.3,1.0,4.8,Semi-finished,No,No,Yes,Yes,Garden,2025-06-30,130,Owner,Yes
NCR-2024-00533,1850000,86,1,2,15,5,Fifth Settlement,,5.9,3.0,12.9,Semi-finished,No,Yes,Yes,Yes,Compound,2025-06-20,140,Broker,No
NCR-2024-00534,2900000,110,2,3,2,11,Katameya,Katameya Plaza,17.0,2.2,6.5,Semi-finished,Yes,No,Yes,Yes,Compound,2025-06-30,130,Owner,Yes
NCR-2024-00535,2200000,117,2,3,14,18,Katameya,Katameya Plaza,16.1,7.2,12.7,Semi-finished,Yes,No,No,No,Compound,2025-10-04,34,Broker,Yes
NCR-2024-00536,6350000,219,3,4,3,9,New Cairo (Other),Mirage City,20.1,0.9,14.0,Lux,No,No,Yes,Yes,Street,2025-08-13,86,Broker,Yes
NCR-2024-00537,4900000,195,3,3,2,0,Rehab City,Rehab 4,7.8,1.8,8.1,Unfinished,Yes,Yes,Yes,Yes,Street,2025-07-22,108,Owner,No
NCR-2024-00538,3600000,159,3,2,5,16,Katameya,Lake View,19.6,4.6,7.4,Lux,No,Yes,Yes,No,Street,2025-09-18,50,Broker,Yes
NCR-2024-00539,3950000,193,3,3,6,15,Fifth Settlement,,17.8,4.1,12.6,Lux,No,Yes,Yes,Yes,Compound,2025-06-17,143,Owner,Yes
NCR-2024-00540,3300000,114,2,1,11,8,New Cairo (Other),Gardenia Springs,9.4,0.8,9.4,Super Lux,Yes,No,Yes,No,Street,2025-10-30,8,Broker,Yes
NCR-2024-00541,4100000,167,3,4,5,20,Fifth Settlement,Mountain View,14.5,0.6,11.2,Unfinished,Yes,No,Yes,No,Garden,2025-06-20,140,Broker,Yes
NCR-2024-00542,3850000,144,3,3,2,8,Rehab City,Rehab 2,5.4,7.9,10.5,Semi-finished,Yes,Yes,Yes,Yes,Compound,2025-10-10,28,Broker,No
NCR-2024-00543,3450000,145,2,3,12,8,Katameya,Lake View,12.4,5.4,4.8,Semi-finished,Yes,No,Yes,No,Garden,2025-11-04,3,Owner,No
NCR-2024-00544,4400000,160,3,3,5,11,Rehab City,Rehab 2,22.3,3.2,13.1,Super Lux,Yes,Yes,Yes,Yes,Garden,2025-09-16,52,Broker,Yes
NCR-2024-00545,2600000,107,2,2,9,8,Rehab City,Rehab 2,11.7,4.0,5.3,Semi-finished,Yes,Yes,No,No,Street,2025-07-03,127,Broker,Yes
NCR-2024-00546,4550000,186,3,4,4,14,Katameya,Lake View,21.3,2.5,14.2,Semi-finished,No,Yes,Yes,No,Garden,2025-08-04,95,Broker,Yes
NCR-2024-00547,6800000,269,4,4,12,1,Katameya,Katameya Plaza,15.6,3.1,6.0,Semi-finished,Yes,No,Yes,Yes,Compound,2025-05-23,168,Broker,Yes
NCR-2024-00548,2900000,88,1,1,10,10,Madinaty,Madinaty B3,6.4,5.4,11.8,Lux,Yes,No,Yes,Yes,Garden,2025-06-19,141,Owner,Yes
NCR-2024-00549,4450000,158,3,2,2,10,New Cairo (Other),Gardenia Springs,15.4,7.1,6.4,Lux,Yes,No,Yes,No,Street,2025-05-31,160,Broker,Yes
NCR-2024-00550,4400000,204,3,4,3,7,Madinaty,,13.6,1.9,6.8,Super Lux,Yes,No,Yes,Yes,Street,2025-10-26,12,Broker,Yes
NCR-2024-00551,4150000,202,4,4,3,5,Fifth Settlement,,11.2,6.8,6.7,Lux,Yes,Yes,Yes,No,Street,2025-10-18,20,Broker,Yes
NCR-2024-00552,4050000,131,2,2,9,20,Fifth Settlement,Palm Hills,4.8,1.4,12.0,Super Lux,Yes,No,Yes,Yes,Garden,2025-06-08,152,Owner,Yes
NCR-2024-00553,4500000,160,3,3,4,19,Fifth Settlement,Mountain View,11.6,2.1,9.7,Lux,Yes,Yes,Yes,Yes,Street,2025-09-12,56,Owner,Yes
NCR-2024-00554,3700000,124,2,3,15,6,Katameya,Katameya Heights,3.7,0.8,13.6,Super Lux,Yes,No,No,No,Garden,2025-06-11,149,Broker,Yes
NCR-2024-00555,4050000,130,2,3,1,2,Fifth Settlement,Moon Valley,4.3,1.6,6.7,Super Lux,Yes,No,No,Yes,Garden,2025-05-21,170,Broker,Yes
NCR-2024-00556,3200000,129,2,2,1,7,Rehab City,,11.6,7.4,11.3,Super Lux,Yes,Yes,Yes,No,Compound,2025-11-06,1,Owner,Yes
NCR-2024-00557,6800000,266,4,4,15,17,Madinaty,Madinaty B2,9.0,3.9,12.0,Unfinished,Yes,Yes,Yes,Yes,Street,2025-06-15,145,Broker,Yes
NCR-2024-00558,4550000,164,3,4,7,16,Madinaty,Madinaty B2,23.3,1.1,4.8,Lux,Yes,Yes,No,Yes,Compound,2025-08-11,88,Broker,No
NCR-2024-00559,4550000,194,3,3,7,10,Fifth Settlement,Hyde Park,10.6,7.7,7.8,Lux,No,No,No,No,Garden,2025-08-30,69,Owner,Yes
NCR-2024-00560,5450000,191,3,3,2,1,Madinaty,Madinaty B1,19.4,7.1,8.8,Lux,Yes,Yes,Yes,Yes,Street,2025-10-16,22,Broker,Yes
NCR-2024-00561,3000000,133,2,2,9,20,Fifth Settlement,Mountain View,14.2,6.2,7.3,Lux,Yes,Yes,Yes,No,Compound,2025-09-29,39,Broker,Yes
NCR-2024-00562,2350000,134,2,3,9,18,New Cairo (Other),,18.2,7.5,6.9,Unfinished,No,No,Yes,No,Street,2025-11-06,1,Owner,Yes
NCR-2024-00563,4150000,123,2,2,5,6,Katameya,Katameya Heights,8.0,2.2,11.2,Super Lux,Yes,Yes,Yes,No,Garden,2025-09-04,64,Owner,Yes
NCR-2024-00564,2700000,110,2,2,15,17,Katameya,Katameya Heights,23.7,6.8,5.6,Lux,No,Yes,Yes,No,Street,2025-06-29,131,Broker,Yes
NCR-2024-00565,3450000,145,2,3,15,7,Fifth Settlement,Moon Valley,14.2,5.7,11.5,Unfinished,Yes,Yes,Yes,Yes,Garden,2025-09-10,58,Owner,Yes
NCR-2024-00566,2800000,144,2,2,3,13,Rehab City,Rehab 1,21.1,7.0,14.2,Lux,Yes,Yes,No,No,Garden,2025-07-22,108,Broker,Yes
NCR-2024-00567,3950000,137,2,1,3,6,New Cairo (Other),Gardenia Springs,10.4,6.5,9.8,Super Lux,Yes,No,No,Yes,Street,2025-08-15,84,Owner,Yes
NCR-2024-00568,3650000,112,2,2,12,20,Katameya,Katameya Dunes,4.3,3.1,10.3,Super Lux,Yes,Yes,Yes,Yes,Garden,2025-08-05,94,Owner,No
NCR-2024-00569,3150000,95,2,3,3,3,Katameya,,17.5,6.3,3.8,Super Lux,Yes,Yes,Yes,Yes,Garden,2025-08-15,84,Owner,Yes
NCR-2024-00570,3750000,140,2,3,6,16,Fifth Settlement,Mountain View,2.2,2.5,13.4,Unfinished,Yes,Yes,Yes,Yes,Compound,2025-10-20,18,Owner,Yes
NCR-2024-00571,6500000,276,4,4,4,4,Rehab City,Rehab 3,12.9,3.0,6.4,Lux,Yes,Yes,Yes,No,Street,2025-08-28,71,Owner,Yes
NCR-2024-00572,5700000,212,3,3,8,11,Rehab City,Rehab 2,6.4,1.3,10.4,Unfinished,No,No,No,Yes,Street,2025-10-15,23,Owner,Yes
NCR-2024-00573,5950000,280,4,4,15,8,Rehab City,Rehab 1,16.4,7.5,14.7,Unfinished,Yes,No,Yes,Yes,Garden,2025-08-28,71,Owner,Yes
NCR-2024-00574,2650000,91,2,3,13,19,Rehab City,Rehab 4,24.5,2.7,10.1,Lux,Yes,Yes,Yes,Yes,Street,2025-07-04,126,Broker,Yes
NCR-2024-00575,3150000,108,2,3,11,12,Fifth Settlement,,12.7,4.4,11.7,Super Lux,Yes,Yes,Yes,Yes,Garden,2025-08-12,87,Owner,Yes
NCR-2024-00576,4450000,146,3,3,13,17,Katameya,Lake View,20.8,3.4,8.3,Super Lux,Yes,Yes,Yes,No,Street,2025-08-27,72,Broker,No
NCR-2024-00577,3900000,143,2,2,11,19,Fifth Settlement,Palm Hills,13.7,7.7,3.7,Lux,No,Yes,Yes,Yes,Street,2025-09-16,52,Owner,Yes
NCR-2024-00578,3700000,131,2,3,11,8,Rehab City,Rehab 2,13.4,3.0,12.6,Lux,Yes,Yes,Yes,Yes,Compound,2025-05-25,166,Owner,Yes
NCR-2024-00579,4100000,131,2,2,5,3,Madinaty,Madinaty B2,23.4,6.3,3.4,Lux,Yes,No,Yes,Yes,Compound,2025-10-10,28,Owner,Yes
NCR-2024-00580,3750000,148,2,2,1,20,New Cairo (Other),Mirage City,22.5,6.9,11.4,Lux,Yes,Yes,Yes,Yes,Garden,2025-05-30,161,Broker,Yes
NCR-2024-00581,3350000,109,2,2,9,7,Rehab City,Rehab 1,20.1,3.8,3.3,Unfinished,No,Yes,Yes,Yes,Compound,2025-10-01,37,Broker,No
NCR-2024-00582,3400000,98,2,2,1,0,Madinaty,Madinaty B1,8.8,3.3,13.3,Lux,Yes,Yes,No,Yes,Garden,2025-07-01,129,Owner,Yes
NCR-2024-00583,3800000,156,3,3,6,16,Rehab City,,14.5,6.1,4.9,Semi-finished,Yes,Yes,No,Yes,Garden,2025-08-05,94,Owner,Yes
NCR-2024-00584,3400000,116,2,3,1,8,Fifth Settlement,Hyde Park,7.1,7.3,9.2,Semi-finished,Yes,No,No,Yes,Compound,2025-07-14,116,Broker,No
NCR-2024-00585,4200000,136,2,2,3,19,Katameya,Lake View,12.2,6.2,10.2,Super Lux,Yes,Yes,No,Yes,Garden,2025-08-29,70,Broker,Yes
NCR-2024-00586,3800000,141,3,3,15,12,Fifth Settlement,Palm Hills,13.1,2.2,8.5,Super Lux,Yes,Yes,No,No,Garden,2025-08-02,97,Owner,Yes
NCR-2024-00587,3700000,125,2,2,10,1,Rehab City,,21.1,7.2,7.1,Super Lux,Yes,Yes,Yes,Yes,Garden,2025-08-29,70,Broker,No
NCR-2024-00588,2800000,108,2,2,5,12,Madinaty,Madinaty B2,22.6,3.4,8.6,Super Lux,No,No,Yes,No,Compound,2025-07-19,111,Broker,Yes
NCR-2024-00589,4000000,156,3,3,15,8,Fifth Settlement,Mountain View,11.5,4.8,6.7,Lux,Yes,Yes,Yes,No,Street,2025-09-16,52,Owner,Yes
NCR-2024-00590,2400000,94,2,2,10,19,Fifth Settlement,Mountain View,2.4,6.7,8.3,Lux,Yes,No,No,Yes,Street,2025-08-12,87,Broker,Yes
NCR-2024-00591,3450000,128,2,3,7,5,Madinaty,,21.8,1.9,7.3,Lux,Yes,Yes,Yes,No,Street,2025-09-13,55,Broker,Yes
NCR-2024-00592,2550000,107,2,1,14,0,Katameya,Lake View,6.0,6.4,9.8,Unfinished,Yes,No,Yes,No,Street,2025-05-26,165,Broker,Yes
NCR-2024-00593,3250000,142,2,1,10,4,New Cairo (Other),,16.3,5.0,5.9,Super Lux,Yes,No,No,No,Street,2025-10-12,26,Broker,Yes
NCR-2024-00594,5800000,210,3,2,8,2,Rehab City,,2.6,7.2,14.9,Lux,Yes,Yes,Yes,Yes,Compound,2025-05-28,163,Broker,Yes
NCR-2024-00595,4950000,178,3,3,12,3,Madinaty,,11.2,1.8,9.0,Super Lux,Yes,No,No,Yes,Garden,2025-07-26,104,Owner,Yes
NCR-2024-00596,3500000,125,2,3,9,0,Fifth Settlement,Hyde Park,24.7,3.7,5.3,Lux,Yes,Yes,Yes,Yes,Street,2025-06-23,137,Owner,Yes
NCR-2024-00597,5050000,179,3,2,6,13,Rehab City,Rehab 1,4.3,6.7,8.7,Lux,Yes,Yes,Yes,Yes,Compound,2025-06-29,131,Broker,No
NCR-2024-00598,4300000,184,3,4,15,8,New Cairo (Other),Mirage City,11.7,0.6,13.4,Unfinished,Yes,Yes,Yes,No,Garden,2025-08-10,89,Owner,Yes
NCR-2024-00599,2600000,93,2,1,11,3,Katameya,Lake View,9.1,1.3,3.3,Lux,Yes,Yes,No,No,Garden,2025-05-24,167,Broker,Yes
NCR-2024-00600,4600000,164,3,4,9,17,Katameya,Katameya Heights,22.8,7.9,11.2,Super Lux,Yes,Yes,Yes,Yes,Street,2025-07-01,129,Owner,Yes
NCR-2024-00601,2600000,94,2,2,8,13,Katameya,Katameya Dunes,22.0,2.6,9.6,Lux,Yes,No,Yes,No,Compound,2025-08-11,88,Owner,Yes
NCR-2024-00602,2950000,119,2,3,9,3,Fifth Settlement,,7.5,7.8,5.0,Super Lux,Yes,No,No,No,Street,2025-09-08,60,Broker,Yes
NCR-2024-00603,3100000,101,2,2,10,9,Fifth Settlement,,3.9,1.9,12.8,Super Lux,No,Yes,Yes,Yes,Street,2025-06-29,131,Broker,Yes
NCR-2024-00604,3250000,93,2,2,4,2,Rehab City,Rehab 4,16.4,3.2,7.4,Lux,Yes,No,Yes,Yes,Street,2025-09-10,58,Broker,Yes
NCR-2024-00605,3750000,113,2,3,9,6,Rehab City,Rehab 3,9.7,6.1,6.5,Super Lux,Yes,Yes,Yes,Yes,Garden,2025-05-27,164,Broker,Yes
NCR-2024-00606,4150000,168,3,4,15,9,Rehab City,Rehab 2,17.5,5.4,12.9,Lux,No,Yes,Yes,No,Garden,2025-09-11,57,Broker,Yes
NCR-2024-00607,2350000,98,2,2,7,12,Rehab City,Rehab 2,2.7,4.9,10.7,Lux,Yes,No,Yes,No,Street,2025-09-07,61,Broker,Yes
NCR-2024-00608,2650000,93,2,1,5,3,Rehab City,,5.1,4.5,13.8,Lux,No,Yes,Yes,Yes,Street,2025-09-18,50,Owner,Yes
NCR-2024-00609,4050000,140,2,1,5,17,Fifth Settlement,Mountain View,17.8,6.8,10.6,Super Lux,Yes,Yes,Yes,Yes,Garden,2025-08-13,86,Broker,Yes
NCR-2024-00610,2900000,163,3,4,1,10,Madinaty,,6.9,2.3,11.9,Unfinished,Yes,No,No,No,Garden,2025-10-06,32,Broker,Yes
NCR-2024-00611,3350000,153,3,3,2,3,Katameya,,21.7,3.8,13.0,Lux,Yes,Yes,Yes,No,Street,2025-06-12,148,Broker,Yes
NCR-2024-00612,4300000,208,3,3,10,13,Fifth Settlement,Palm Hills,3.3,1.7,3.7,Semi-finished,Yes,Yes,Yes,Yes,Compound,2025-05-11,180,Owner,Yes
NCR-2024-00613,4200000,157,3,4,3,17,Katameya,Katameya Dunes,7.0,5.0,12.3,Lux,No,Yes,Yes,Yes,Compound,2025-09-02,66,Broker,Yes
NCR-2024-00614,4500000,181,3,4,14,7,Rehab City,Rehab 4,25.0,2.4,10.4,Lux,Yes,Yes,No,No,Street,2025-05-14,177,Owner,Yes
